,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
216,217,4,3,65.0,8450,1,0,3,3,0,4,0,5,2,2,0,2,7,4,2004,2004,1,1,12,13,2,266.0,2,4,2,3,4,3,3,946,6,0,490,1436,1,0,1,5,1436,0,0,1436,1,0,2,0,3,1,2,8,6,0,,2,2004.0,Unf,2,484,5,5,2,139,98,0,0,0,0,,0,0,0,4,2008,8,4,210000
941,942,9,3,69.0,8755,1,0,0,3,0,2,0,8,8,2,0,5,7,4,1999,1999,1,1,12,13,2,298.0,2,4,2,3,4,4,1,772,6,0,220,992,1,0,1,5,1022,1038,0,2060,1,0,2,1,3,1,2,8,6,1,TA,4,1999.0,RFn,2,390,5,5,2,0,0,0,168,0,0,,1,0,0,6,2009,8,4,214000
404,405,9,3,69.0,10364,1,0,0,3,0,4,0,8,2,2,0,5,6,4,1995,1996,1,1,8,8,3,0.0,3,4,2,3,4,4,6,0,6,0,806,806,1,2,1,5,806,766,0,1572,0,0,2,1,3,1,3,7,6,1,TA,4,1995.0,Fin,2,373,5,5,2,0,40,0,0,0,0,,0,0,0,5,2007,8,4,168000
1313,1314,9,3,108.0,14774,1,0,0,3,0,0,0,15,2,2,0,5,9,4,1999,1999,1,1,12,13,2,165.0,2,4,2,3,4,4,6,0,6,0,1393,1393,1,0,1,5,1422,1177,0,2599,0,0,2,1,4,1,2,10,6,1,TA,4,1999.0,Fin,3,779,5,5,2,668,30,0,0,0,0,,0,0,0,5,2010,8,4,333168
521,522,4,3,90.0,11988,1,0,0,3,0,0,0,12,1,2,0,2,6,5,1957,1957,1,1,12,13,3,0.0,3,4,1,4,4,4,5,777,6,0,467,1244,1,0,1,1,1244,0,0,1244,0,0,1,1,3,1,3,6,6,2,Gd,2,1957.0,Unf,1,336,5,5,2,0,40,0,0,0,0,,0,0,0,5,2007,8,4,150000
297,298,9,1,66.0,7399,1,2,0,3,0,4,0,21,2,2,0,5,7,4,1997,1998,3,1,12,13,2,1600.0,2,4,2,3,4,4,2,649,6,0,326,975,1,0,1,5,975,975,0,1950,0,0,2,1,3,1,2,7,6,1,TA,6,1997.0,RFn,2,576,5,5,2,0,10,0,0,198,0,,0,0,0,6,2007,8,4,239000
495,496,5,0,60.0,7879,1,0,3,3,0,4,0,9,2,2,0,2,4,4,1920,1950,1,1,13,14,3,0.0,3,4,1,4,4,4,5,495,6,0,225,720,1,4,0,1,720,0,0,720,0,0,1,0,2,1,3,4,6,0,,0,,,0,0,0,0,0,0,523,115,0,0,0,,2,0,0,11,2009,8,0,34900
1067,1068,9,3,80.0,9760,1,0,3,3,0,4,1,12,2,2,0,5,6,5,1964,1964,1,1,6,6,2,360.0,3,4,1,4,4,2,3,674,4,5,0,780,1,4,1,5,798,813,0,1611,1,0,1,1,4,1,3,7,6,0,,2,1964.0,RFn,2,442,5,5,2,328,128,0,0,189,0,,0,0,0,6,2008,8,4,167900
1079,1080,4,3,65.0,8775,1,0,3,3,0,4,0,5,2,2,0,2,5,4,1994,1994,1,1,12,13,3,0.0,3,4,2,3,4,4,3,495,6,0,495,990,1,2,1,5,990,0,0,990,0,0,1,0,3,1,3,5,6,0,,2,1996.0,Unf,1,299,5,5,2,0,64,0,0,0,0,,0,0,0,4,2007,8,4,126000
810,811,4,3,78.0,10140,1,0,3,3,0,4,0,14,2,2,0,2,6,5,1974,1999,3,1,6,6,2,99.0,3,4,1,4,4,4,1,663,4,75,0,1040,1,1,1,5,1309,0,0,1309,1,0,1,1,3,1,2,5,6,1,Fa,2,1974.0,RFn,2,484,5,5,2,265,0,0,0,0,648,Fa,1,0,0,1,2006,8,4,181000
1216,1217,14,4,68.0,8930,1,0,3,3,0,4,0,19,5,2,2,0,6,4,1978,1978,1,1,12,13,3,0.0,3,4,3,0,0,0,0,0,0,0,0,0,1,4,1,5,1318,584,0,1902,0,0,2,0,4,2,3,8,6,0,,2,1978.0,Unf,2,539,5,5,2,0,0,0,0,0,0,,0,0,0,4,2010,8,4,112000
1420,1421,9,3,90.0,11700,1,0,3,3,0,0,0,14,2,2,0,5,6,5,1968,1968,1,1,6,6,2,420.0,3,4,1,4,4,4,1,404,6,0,304,708,1,2,1,5,708,708,0,1416,0,0,2,1,3,1,3,7,6,1,TA,2,1968.0,RFn,2,776,5,5,2,0,169,0,0,119,0,,0,0,0,5,2006,8,4,179900
20,21,9,3,101.0,14215,1,0,0,3,0,0,0,16,2,2,0,5,8,4,2005,2006,1,1,12,13,2,380.0,2,4,2,1,4,1,6,0,6,0,1158,1158,1,0,1,5,1158,1218,0,2376,0,0,3,1,4,1,2,9,6,1,Gd,4,2005.0,RFn,3,853,5,5,2,240,154,0,0,0,0,,0,0,0,11,2006,6,5,325300
88,89,8,0,105.0,8470,1,0,0,3,0,0,0,9,1,1,0,0,3,1,1915,1982,3,1,9,10,3,0.0,1,1,1,4,1,4,6,0,6,0,1013,1013,1,4,0,5,1013,0,513,1526,0,0,1,0,2,1,1,6,6,0,,0,,,0,0,0,0,0,0,0,156,0,0,0,,3,0,0,10,2009,3,0,85000
510,511,4,3,75.0,14559,1,0,3,3,0,4,0,12,2,2,0,2,5,6,1951,2000,3,1,13,14,1,70.0,2,4,1,4,4,4,2,650,5,36,178,1008,1,0,1,5,1363,0,0,1363,1,0,1,0,2,1,3,6,2,2,TA,5,1951.0,Unf,1,288,5,5,2,324,42,0,0,168,0,,0,3,2000,6,2009,8,4,164900
537,538,4,3,69.0,12735,1,0,0,3,0,2,0,12,2,2,0,2,4,4,1972,1972,3,1,8,8,3,0.0,3,4,1,4,4,4,2,600,6,0,264,864,1,4,1,5,864,0,0,864,0,0,1,0,3,1,3,5,6,0,,6,1980.0,Unf,2,576,5,5,2,216,0,0,0,0,0,,4,0,0,4,2008,0,4,111250
223,224,4,3,70.0,10500,1,0,3,3,0,2,0,12,2,2,0,2,4,5,1971,1971,1,1,6,6,3,0.0,3,4,1,4,4,4,1,524,4,36,160,864,1,2,1,5,864,0,0,864,0,0,1,0,2,1,3,4,6,0,,6,1989.0,Unf,2,576,5,5,2,216,0,0,0,0,0,,0,0,0,3,2009,8,0,97000
1010,1011,8,3,115.0,21286,1,0,3,3,0,4,0,19,2,2,0,0,5,4,1948,1950,1,1,13,14,3,0.0,3,4,1,4,4,4,6,0,6,0,720,720,1,4,1,5,720,551,0,1271,0,0,2,0,4,1,3,7,6,1,Gd,2,1948.0,Unf,1,312,5,5,2,0,0,108,0,0,0,,0,0,0,8,2008,8,4,135000
77,78,8,4,50.0,8635,1,0,3,3,0,4,0,3,2,2,0,0,5,4,1948,2001,1,1,13,14,3,0.0,3,4,1,4,4,4,2,336,3,81,295,672,1,4,1,5,1072,213,0,1285,1,0,1,0,2,1,3,6,2,0,,6,1948.0,Unf,1,240,5,5,2,0,0,0,0,0,0,,3,0,0,1,2008,8,4,127000
522,523,8,4,50.0,5000,1,0,3,3,0,0,0,3,1,2,0,0,6,6,1947,1950,1,1,5,5,3,0.0,3,2,1,4,4,4,1,399,6,0,605,1004,1,0,1,5,1004,660,0,1664,0,0,2,0,3,1,3,7,6,2,Gd,6,1950.0,Unf,2,420,5,5,2,0,24,36,0,0,0,,0,0,0,10,2006,8,4,159000
85,86,9,3,121.0,16059,1,0,3,3,0,0,0,15,2,2,0,5,8,4,1991,1992,3,1,6,6,2,284.0,2,4,1,3,4,4,6,0,6,0,1288,1288,1,0,1,5,1301,1116,0,2417,0,0,2,1,4,1,2,9,6,1,TA,2,1991.0,Unf,2,462,5,5,2,127,82,0,0,0,0,,0,0,0,4,2006,8,4,260000
1137,1138,8,3,54.0,6342,1,0,3,3,0,4,0,19,1,2,0,0,5,7,1875,1996,1,1,12,13,3,0.0,3,2,1,4,4,4,6,0,6,0,780,780,1,2,0,5,780,240,0,1020,0,0,1,0,2,1,3,6,6,0,,0,,,0,0,0,0,0,0,0,176,0,0,0,,0,0,0,5,2010,8,4,94000
63,64,10,4,50.0,10300,1,0,0,0,0,4,0,17,6,1,0,5,7,5,1921,1950,1,1,11,12,3,0.0,3,4,0,4,4,4,6,0,6,0,576,576,1,2,1,5,902,808,0,1710,0,0,2,0,3,1,3,9,6,0,,6,1990.0,Unf,2,480,5,5,2,12,11,64,0,0,0,,1,0,0,4,2010,8,4,140000
1086,1087,1,4,69.0,1974,1,0,3,3,0,4,0,10,2,2,4,5,4,4,1973,1973,1,1,5,5,3,0.0,3,4,1,4,4,4,2,334,6,0,212,546,1,4,1,5,546,546,0,1092,0,0,1,1,3,1,3,6,6,0,,2,1973.0,RFn,1,286,5,5,2,120,96,0,0,0,0,,0,0,0,5,2010,8,4,83500
325,326,7,4,50.0,5000,1,0,3,3,0,4,0,9,5,2,0,1,5,5,1941,1950,1,1,8,8,3,0.0,3,4,1,4,4,1,2,116,6,0,604,720,1,3,0,2,803,0,0,803,0,0,1,0,2,1,3,5,6,0,,6,1941.0,Unf,2,360,5,5,2,0,0,244,0,0,0,,0,0,0,12,2007,8,4,87000
536,537,9,3,57.0,8924,1,0,0,3,0,1,0,5,2,2,0,5,7,4,1998,1999,1,1,12,13,3,0.0,3,4,2,3,4,1,6,0,6,0,880,880,1,0,1,5,880,844,0,1724,0,0,2,1,3,1,2,8,6,0,,2,1998.0,Fin,2,527,5,5,2,120,155,0,0,0,0,,0,0,0,7,2008,8,4,188000
248,249,9,3,72.0,11317,1,0,3,3,0,4,0,5,2,2,0,5,7,4,2003,2003,1,1,12,13,2,101.0,2,4,2,3,4,4,6,0,6,0,840,840,1,0,1,5,840,828,0,1668,0,0,2,1,3,1,2,8,6,0,,2,2003.0,RFn,2,500,5,5,2,144,68,0,0,0,0,,0,0,0,9,2007,8,4,180000
757,758,9,3,69.0,11616,1,0,0,3,0,1,0,19,2,2,0,5,6,4,1978,1978,3,1,6,6,1,328.0,3,4,1,4,4,3,5,438,6,0,234,672,1,4,1,5,672,714,0,1386,0,0,2,1,3,1,3,6,6,1,TA,2,1978.0,Fin,2,440,5,5,2,335,0,0,0,0,0,,1,0,0,4,2010,8,0,158900
129,130,4,3,69.0,8973,1,0,3,3,0,4,0,12,2,2,0,2,5,6,1958,1991,1,1,9,10,2,85.0,3,4,1,4,4,4,5,567,2,57,413,1008,1,4,1,1,1053,0,0,1053,0,1,1,1,3,1,0,6,6,0,,1,1998.0,RFn,2,750,5,5,2,0,80,0,180,0,0,,4,0,0,7,2006,8,0,150000
784,785,11,4,35.0,6300,1,1,3,3,0,4,0,17,2,2,0,4,6,5,1914,2001,1,1,13,15,3,0.0,3,4,1,4,4,4,6,0,6,0,742,742,1,0,1,5,742,742,0,1484,0,0,2,0,3,1,3,9,6,1,Gd,0,,,0,0,0,0,2,0,291,134,0,0,0,,0,0,0,6,2008,8,4,128000
731,732,12,3,73.0,9590,1,0,0,3,0,0,0,23,2,2,0,7,7,4,2003,2003,1,1,12,13,2,442.0,2,4,2,1,4,1,3,786,6,0,82,868,1,0,1,5,1146,0,0,1146,1,0,2,0,3,1,2,6,6,1,Gd,2,2003.0,Fin,2,438,5,5,2,160,22,0,0,0,0,,0,0,0,5,2007,8,4,187500
95,96,9,3,69.0,9765,1,0,1,3,0,0,0,8,2,2,0,5,6,7,1993,1993,1,1,12,13,2,68.0,0,2,2,3,2,4,1,310,6,0,370,680,1,2,1,5,680,790,0,1470,0,0,2,1,3,1,3,6,6,1,TA,4,1993.0,Fin,2,420,5,5,2,232,63,0,0,0,0,,0,3,480,4,2009,8,4,185000
821,822,4,4,60.0,6000,1,2,3,0,0,4,1,17,2,2,1,2,4,3,1953,1953,1,1,8,8,3,0.0,1,4,1,2,4,4,6,0,6,0,936,936,1,4,0,5,936,0,0,936,0,0,1,0,2,1,3,4,3,0,,6,1974.0,Unf,2,576,5,5,2,0,32,112,0,0,0,,0,0,0,2,2009,8,4,93000
1045,1046,4,3,69.0,13680,1,0,0,3,0,1,0,7,2,2,0,2,3,4,1955,1955,3,1,3,14,3,0.0,3,4,3,0,0,0,0,0,0,0,0,0,1,0,1,1,1733,0,0,1733,0,0,2,0,4,1,3,8,3,1,Gd,2,1955.0,Unf,2,452,5,5,2,0,0,0,0,0,0,,0,0,0,6,2009,8,4,139600
514,515,7,3,55.0,10594,1,0,3,3,0,4,0,6,2,2,0,1,5,4,1926,1950,1,1,13,14,3,0.0,3,4,0,4,4,4,6,0,6,0,768,768,3,1,0,5,789,0,0,789,0,0,1,0,2,1,3,5,6,0,,6,1926.0,Unf,1,200,4,4,2,0,0,112,0,0,0,,3,0,0,6,2007,8,4,96500
992,993,9,3,80.0,9760,1,0,3,3,0,4,1,12,2,2,0,5,6,7,1964,1993,3,1,13,14,2,340.0,3,4,1,4,4,2,2,536,5,14,169,822,1,2,1,5,1020,831,0,1851,0,0,2,1,3,1,2,7,6,1,Fa,2,1964.0,RFn,2,440,5,5,2,239,42,0,0,0,0,,4,0,0,7,2007,8,4,187000
332,333,4,3,85.0,10655,1,0,0,3,0,4,0,16,2,2,0,2,8,4,2003,2004,1,1,12,13,2,296.0,2,4,2,3,4,4,3,1124,0,92,1603,3206,1,0,1,5,1629,0,0,1629,1,0,2,0,3,1,2,7,6,1,Gd,2,2003.0,RFn,3,880,5,5,2,0,0,0,0,0,0,,0,0,0,10,2009,8,4,284000
907,908,8,3,86.0,11500,1,0,0,3,0,4,0,6,2,2,0,0,7,6,1936,1987,1,1,3,3,3,0.0,2,4,1,3,4,4,5,223,6,0,794,1017,1,2,1,5,1020,1037,0,2057,0,0,1,1,3,1,2,6,6,1,Gd,2,1936.0,Fin,1,180,2,5,2,0,0,0,0,322,0,,0,0,0,6,2006,8,4,250000
182,183,4,3,60.0,9060,1,0,3,3,0,4,0,7,0,2,0,2,5,5,1957,2006,3,1,13,14,2,98.0,3,4,2,0,0,0,0,0,0,0,0,0,1,0,1,5,1340,0,0,1340,0,0,1,0,3,1,3,7,6,1,Gd,2,1957.0,RFn,1,252,5,5,2,116,0,0,180,0,0,,3,0,0,6,2007,8,4,120000
639,640,0,3,53.0,3982,1,0,3,3,0,4,0,0,2,2,4,2,8,4,2006,2006,3,1,12,13,3,0.0,2,4,2,3,2,1,3,1154,6,0,366,1520,1,0,1,5,1567,0,0,1567,1,0,2,0,1,1,0,7,6,1,Gd,2,2006.0,Fin,3,648,5,5,2,312,0,0,0,0,0,,0,0,0,10,2006,6,5,264561
1041,1042,9,3,69.0,9130,1,0,3,3,0,4,0,14,1,2,0,5,6,7,1966,2000,3,1,6,6,2,252.0,3,4,1,4,4,4,3,400,5,118,336,800,1,2,1,5,800,832,0,1632,0,1,1,1,4,1,2,7,6,0,,2,1966.0,Unf,2,484,5,5,2,0,40,0,0,0,0,,0,0,0,7,2008,8,4,173000
72,73,9,3,74.0,10141,1,0,0,3,0,0,0,8,2,2,0,5,7,4,1998,1998,1,1,12,13,2,40.0,3,4,2,3,4,4,6,0,6,0,832,832,1,2,1,5,885,833,0,1718,0,0,2,1,3,1,3,7,6,1,TA,2,1998.0,Fin,2,427,5,5,2,0,94,0,0,291,0,,0,0,0,12,2009,8,4,185000
586,587,5,3,55.0,10267,1,0,3,3,0,4,0,3,6,2,0,2,6,6,1918,2000,1,1,11,15,3,0.0,3,2,0,4,2,3,5,210,1,111,0,816,1,0,1,5,838,0,0,838,1,0,1,0,2,1,1,5,6,0,,6,1961.0,Fin,1,275,5,5,0,0,0,112,0,0,0,,4,0,0,5,2008,8,4,130000
658,659,8,3,78.0,17503,1,0,3,3,0,4,0,12,0,2,0,0,6,4,1948,1950,1,1,12,13,3,0.0,3,4,1,4,4,4,6,0,6,0,912,912,1,4,1,5,912,546,0,1458,0,1,1,0,3,1,3,6,6,1,Gd,2,1948.0,Unf,1,330,5,5,2,192,0,0,0,0,0,,0,0,0,1,2010,8,0,97500
64,65,9,3,69.0,9375,1,0,3,3,0,4,0,5,2,2,0,5,7,4,1997,1998,1,1,12,13,2,573.0,3,4,2,3,4,4,3,739,6,0,318,1057,1,0,1,5,1057,977,0,2034,1,0,2,1,3,1,2,8,6,0,,2,1998.0,RFn,2,645,5,5,2,576,36,0,0,0,0,,1,0,0,2,2009,8,4,219500
1423,1424,12,3,69.0,19690,1,0,0,3,0,1,0,7,2,2,0,7,6,6,1966,1966,0,5,9,10,3,0.0,2,2,1,3,4,1,6,0,6,0,697,697,1,4,1,5,1575,626,0,2201,0,0,2,0,4,1,2,8,6,1,Gd,2,1966.0,Unf,2,432,3,3,2,586,236,0,0,0,738,Gd,1,0,0,8,2006,8,2,274970
803,804,9,3,107.0,13891,1,0,3,3,0,4,0,16,2,2,0,5,9,4,2008,2009,3,1,12,13,4,424.0,0,4,2,1,4,2,6,0,6,0,1734,1734,1,0,1,5,1734,1088,0,2822,0,0,3,1,4,1,0,12,6,1,Gd,4,2009.0,RFn,3,1020,5,5,2,52,170,0,0,192,0,,0,0,0,1,2009,6,5,582933
54,55,12,3,60.0,7134,1,0,3,0,0,4,1,12,2,2,0,7,5,4,1955,1955,1,1,8,8,3,0.0,3,4,1,4,4,4,1,384,6,0,0,384,1,4,1,5,1360,0,0,1360,0,0,1,0,3,1,3,6,2,1,TA,6,1962.0,Unf,2,572,5,5,2,0,50,0,0,0,0,,3,0,0,2,2007,8,4,130000
1415,1416,0,3,51.0,3635,1,0,3,3,0,4,0,0,2,2,4,2,7,4,2007,2007,3,1,12,13,2,130.0,2,4,2,3,4,4,1,988,6,0,398,1386,1,0,1,5,1569,0,0,1569,0,1,2,0,1,1,2,7,6,1,TA,2,2007.0,RFn,3,660,5,5,2,143,20,0,0,0,0,,0,0,0,5,2009,8,4,175900
703,704,3,4,76.0,7630,1,0,3,3,0,4,0,17,1,2,1,5,5,8,1900,1996,1,1,13,14,3,0.0,3,2,0,3,4,4,6,0,6,0,360,360,1,2,1,5,1032,780,0,1812,0,0,2,0,4,2,2,8,6,1,Po,6,1999.0,Unf,2,672,5,5,0,344,0,40,0,0,0,,3,0,0,5,2010,8,4,140000
1426,1427,9,3,81.0,10944,1,0,0,3,0,4,0,15,2,2,0,5,7,4,1994,1994,1,1,12,13,2,448.0,2,4,2,3,4,4,3,1000,6,0,223,1223,1,0,1,5,1223,904,0,2127,1,0,2,1,3,1,2,5,6,2,TA,2,1994.0,RFn,2,525,5,5,2,171,132,0,0,0,0,,0,0,0,8,2008,8,4,271000
809,810,11,4,90.0,8100,1,0,3,3,0,0,0,17,2,2,0,4,5,4,1898,1965,3,1,0,0,3,0.0,3,4,2,4,4,4,6,0,6,0,849,849,1,4,0,1,1075,1063,0,2138,0,0,2,0,2,3,3,11,6,0,,6,1910.0,Unf,2,360,2,4,0,40,156,0,0,0,0,,3,0,0,11,2009,8,4,106000
877,878,9,3,74.0,8834,1,0,3,3,0,4,0,16,2,2,0,5,9,4,2004,2005,3,1,12,13,4,216.0,2,4,2,1,4,4,3,1170,6,0,292,1462,1,0,1,5,1462,762,0,2224,1,0,2,1,4,1,0,10,6,1,Gd,2,2004.0,Fin,3,738,5,5,2,184,0,0,0,0,0,,0,0,0,6,2009,8,4,350000
735,736,11,4,60.0,10800,1,0,3,3,0,4,0,17,2,2,0,4,7,6,1914,1970,1,1,13,14,3,0.0,3,4,0,3,4,3,5,390,6,0,490,880,2,1,0,5,880,888,0,1768,0,0,1,1,2,1,3,6,6,2,TA,6,1914.0,Unf,2,320,5,5,0,0,341,0,0,0,0,,0,0,0,10,2006,8,4,163000
1163,1164,14,3,60.0,12900,1,0,3,3,0,4,0,19,1,2,2,6,4,3,1969,1969,1,1,9,10,3,0.0,3,4,1,3,4,1,3,1198,6,0,0,1198,1,4,1,5,1258,0,0,1258,2,0,0,2,0,2,3,6,6,0,,5,1969.0,Unf,2,400,2,5,2,120,0,0,0,0,0,,0,0,0,1,2008,8,2,108959
1162,1163,4,3,109.0,8724,1,0,3,3,0,4,0,19,2,2,0,2,5,4,1968,1968,1,1,12,13,3,0.0,3,4,1,3,4,4,2,492,6,0,402,894,1,2,1,5,894,0,0,894,0,0,1,0,3,1,3,5,6,1,Po,2,1968.0,Fin,2,450,5,5,2,0,0,0,0,0,0,,0,0,0,5,2007,8,4,129000
1202,1203,8,4,50.0,6000,1,0,3,3,0,0,0,3,2,2,0,0,5,7,1925,1997,1,1,13,14,3,0.0,3,4,0,4,4,4,6,0,6,0,884,884,1,0,1,5,884,464,0,1348,1,0,1,0,3,1,3,5,6,1,Fa,6,1960.0,Unf,1,216,5,5,0,0,0,208,0,0,0,,0,0,0,5,2009,8,4,117000
1411,1412,8,3,80.0,9600,1,0,3,3,0,4,0,12,2,2,0,0,6,7,1950,2005,1,1,12,13,3,0.0,3,2,1,4,4,4,2,120,6,0,736,856,1,0,1,5,1112,556,0,1668,0,0,1,1,3,1,3,6,3,0,,2,1950.0,Unf,1,271,5,5,2,0,0,0,0,0,0,,3,0,0,9,2009,8,4,140000
1155,1156,4,3,90.0,10768,1,0,0,3,0,0,0,24,2,2,0,2,5,7,1976,2004,1,1,9,10,3,0.0,2,2,1,3,4,2,1,1157,6,0,280,1437,1,4,1,5,1437,0,0,1437,1,0,2,0,3,1,2,6,6,1,Fa,2,1976.0,RFn,2,528,5,5,2,0,21,0,0,180,0,,0,0,0,7,2007,8,4,218000
956,957,1,4,24.0,1300,1,0,3,3,0,4,0,1,2,2,4,5,6,5,1980,1980,1,1,8,8,3,0.0,3,4,1,3,4,4,1,285,6,0,276,561,1,4,1,5,561,668,0,1229,0,0,1,1,2,1,3,5,6,1,TA,2,1980.0,Fin,2,462,5,5,2,150,0,0,0,0,0,,1,0,0,5,2009,8,4,124000
198,199,11,4,92.0,5520,1,0,3,3,0,0,0,17,2,2,0,3,6,5,1912,1950,1,1,13,14,3,0.0,3,4,1,4,4,4,6,0,6,0,755,755,1,0,1,5,929,929,371,2229,0,0,1,0,5,1,3,8,6,0,,0,,,0,0,0,0,2,0,198,30,0,0,0,,3,0,0,7,2009,8,0,104000
1128,1129,9,3,59.0,11796,1,0,0,3,0,4,0,8,2,2,0,5,7,4,2004,2005,1,1,12,13,3,0.0,2,4,2,3,4,1,6,0,6,0,847,847,1,0,1,5,847,1112,0,1959,0,0,2,1,4,1,2,8,6,1,Gd,4,2004.0,Fin,2,434,5,5,2,100,48,0,0,0,0,,0,0,0,7,2007,8,4,215000
1309,1310,4,3,69.0,7153,1,0,3,3,0,4,0,20,2,2,0,2,6,4,1991,1991,1,1,6,6,2,88.0,3,4,1,3,4,4,3,1200,6,0,78,1278,1,2,1,5,1294,0,0,1294,1,0,2,0,3,1,2,6,6,0,,2,1991.0,RFn,2,496,5,5,2,112,51,0,0,0,0,,2,0,0,6,2008,8,4,179200
925,926,4,3,69.0,15611,1,0,0,3,0,0,0,14,2,2,0,2,5,5,1977,1977,1,1,12,13,3,0.0,3,4,2,3,4,1,1,767,4,141,266,1126,1,4,1,5,1126,0,0,1126,0,1,2,0,3,1,0,6,6,0,,2,1977.0,RFn,2,540,5,5,2,180,0,0,0,0,0,,0,0,0,3,2008,8,0,175000
1357,1358,4,3,69.0,12537,1,0,0,3,0,1,0,12,2,2,0,2,5,5,1971,2008,1,1,12,13,3,0.0,3,4,1,4,4,4,3,734,6,0,344,1078,1,0,1,5,1078,0,0,1078,1,0,1,1,3,1,3,6,6,1,Fa,2,1971.0,Fin,2,500,5,5,2,0,0,0,0,0,0,,0,0,0,4,2010,8,4,149900
270,271,9,1,84.0,10728,1,0,3,3,0,4,0,21,2,2,0,5,8,4,2006,2006,1,1,12,13,3,0.0,2,4,2,3,4,3,6,0,6,0,1095,1095,1,2,1,5,1095,844,0,1939,0,0,2,1,3,1,2,8,6,1,Gd,2,2006.0,RFn,3,1053,5,5,2,192,51,0,0,0,0,,0,0,0,8,2006,6,5,266000
8,9,8,4,51.0,6120,1,0,3,3,0,4,0,17,0,2,0,0,7,4,1931,1950,1,1,3,15,3,0.0,3,4,0,4,4,4,6,0,6,0,952,952,1,2,1,2,1022,752,0,1774,0,0,2,0,2,2,3,8,2,2,TA,6,1931.0,Unf,2,468,2,5,2,90,0,205,0,0,0,,0,0,0,4,2008,8,0,129900
333,334,0,4,59.0,8198,1,0,3,3,0,3,0,16,2,2,4,2,7,4,2004,2004,1,1,12,13,4,146.0,2,4,2,3,4,1,3,720,6,0,638,1358,1,0,1,5,1358,0,0,1358,1,0,2,0,2,1,2,6,6,1,Gd,2,2004.0,RFn,2,484,5,5,2,192,30,0,0,0,0,,0,0,0,7,2008,8,4,207000
831,832,1,1,30.0,3180,1,2,3,3,0,4,0,21,2,2,4,5,7,4,2005,2005,1,1,8,8,3,0.0,3,4,2,3,4,4,6,0,6,0,600,600,1,0,1,5,520,600,80,1200,0,0,2,1,2,1,2,4,6,0,,6,2005.0,RFn,2,480,5,5,2,0,166,0,0,0,0,,0,0,0,6,2006,8,4,151000
398,399,5,4,60.0,8967,1,0,3,3,0,0,0,9,2,2,0,2,5,1,1920,1950,1,1,8,8,3,0.0,3,1,0,2,3,4,6,0,6,0,961,961,1,2,1,4,1077,0,0,1077,0,0,1,0,2,1,3,6,1,0,,6,1920.0,Unf,1,338,4,4,0,0,0,0,0,0,0,,0,0,0,11,2007,8,0,67000
842,843,12,3,82.0,9020,1,0,3,3,0,4,0,12,2,2,0,7,6,6,1966,1966,1,1,6,6,2,183.0,3,4,1,4,4,2,5,312,1,103,276,1127,1,4,1,5,1165,0,0,1165,1,0,1,1,3,1,3,6,6,0,,2,1966.0,RFn,2,490,3,3,2,0,129,0,0,0,0,,1,0,0,5,2008,8,4,174900
781,782,9,3,65.0,7153,1,0,3,3,0,4,0,20,2,2,0,5,6,4,1992,1992,1,1,12,13,3,0.0,2,2,2,3,4,4,1,387,6,0,374,761,1,0,1,5,810,793,0,1603,0,0,2,1,3,1,2,7,6,0,,2,1992.0,RFn,2,484,5,5,2,0,124,0,0,0,0,,0,0,0,7,2006,8,4,175900
1444,1445,4,3,63.0,8500,1,0,3,3,0,2,0,5,2,2,0,2,7,4,2004,2004,1,1,12,13,2,106.0,2,4,2,3,4,1,6,0,6,0,1422,1422,1,0,1,5,1422,0,0,1422,0,0,2,0,3,1,2,7,6,0,,2,2004.0,RFn,2,626,5,5,2,192,60,0,0,0,0,,0,0,0,11,2007,8,4,179600
1188,1189,9,3,68.0,8935,1,0,0,3,0,4,0,5,2,2,0,5,7,4,2002,2002,1,1,12,13,2,95.0,2,4,2,3,4,4,6,0,6,0,831,831,1,0,1,5,831,829,0,1660,0,0,2,1,3,1,2,7,6,0,,2,2002.0,RFn,2,493,5,5,2,144,68,0,0,0,0,,0,0,0,7,2009,8,4,195000
